zip,num_ev_vehicles,num_ev_stations,ev_vehicles_per_station
92637,589.0,9.0,65.44444444444444
92638,1.0,0.0,
92639,0.0,1.0,0.0
92641,1.0,0.0,
92646,2700.0,4.0,675.0
92647,1948.0,24.0,81.16666666666667
92648,2779.0,31.0,89.64516129032258
92649,1844.0,2.0,922.0
92650,1.0,0.0,
92651,2540.0,13.0,195.3846153846154
92652,16.0,0.0,
92653,2002.0,10.0,200.2
92654,10.0,0.0,
92655,234.0,0.0,
92656,3638.0,16.0,227.375
92657,1866.0,10.0,186.6
92658,46.0,0.0,
92659,12.0,0.0,
92660,3395.0,91.0,37.30769230769231
92661,195.0,0.0,
92662,169.0,0.0,
92663,1442.0,13.0,110.92307692307692
92667,2.0,0.0,
92672,1812.0,12.0,151.0
92673,2388.0,8.0,298.5
92674,7.0,0.0,
92675,1998.0,9.0,222.0
92676,124.0,0.0,
92677,5035.0,13.0,387.3076923076923
92678,16.0,0.0,
92679,3202.0,1.0,3202.0
92683,3598.0,20.0,179.9
92684,9.0,0.0,
92685,10.0,0.0,
92688,2565.0,3.0,855.0
92690,9.0,0.0,
92691,2417.0,7.0,345.2857142857143
92692,3258.0,16.0,203.625
92693,1.0,0.0,
92694,4097.0,18.0,227.61111111111111
92697,12.0,3.0,4.0
92701,620.0,34.0,18.235294117647058
92702,3.0,0.0,
92703,831.0,3.0,277.0
92704,1598.0,7.0,228.28571428571428
92705,2741.0,19.0,144.26315789473685
92706,817.0,10.0,81.7
